crid://crid_3_0	karaoke_program	sort_title_asc	カラオケ作品紹介１	カラオケ１の詳細あああああああ		thumb/thumbm_30.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer30	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティストフル１	再生曲タイトル１／アーティスト１	予約アーティスト名１	全画面アーティスト名１					20081017200020 
crid://crid_3_1	karaoke_program	sort_title_asc	カラオケ作品紹介２	カラオケ２の詳細あああああああ		thumb/thumbm_31.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer31	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティストフル１	再生曲タイトル２／アーティスト２	予約アーティスト名１	全画面アーティスト名１					20081017200021 
crid://crid_3_2	karaoke_program	sort_title_asc	カラオケ作品紹介３	カラオケ３の詳細あああああああ		thumb/thumbm_32.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer32	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティストフル１	再生曲タイトル３／アーティスト３	予約アーティスト名１	全画面アーティスト名１					20081017200022 
crid://crid_3_3	karaoke_program	sort_title_asc	カラオケ作品紹介４	カラオケ４の詳細あああああああ		thumb/thumbm_33.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer33	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティストフル２	再生曲タイトル４／アーティスト４	予約アーティスト名２	全画面アーティスト名２					20081017200023 
crid://crid_3_4	karaoke_program	sort_title_asc	カラオケ作品紹介５	カラオケ５の詳細あああああああ		thumb/thumbm_34.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer34	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティストフル２	再生曲タイトル５／アーティスト５	予約アーティスト名２	全画面アーティスト名２					20081017200024 
crid://crid_3_5	karaoke_program	sort_title_asc	カラオケ作品紹介６	カラオケ６の詳細あああああああ		thumb/thumbm_35.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer35	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティストフル２	再生曲タイトル６／アーティスト６	予約アーティスト名２	全画面アーティスト名２					20081017200025 
crid://crid_3_6	karaoke_program	sort_title_asc	カラオケ作品紹介７	カラオケ７の詳細あああああああ		thumb/thumbm_36.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer36	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティストフル２	再生曲タイトル７／アーティスト７	予約アーティスト名２	全画面アーティスト名２					20081017200026 
crid://crid_3_7	karaoke_program	sort_title_asc	カラオケ作品紹介８	カラオケ８の詳細あああああああ		thumb/thumbm_37.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer37	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティストフル３	再生曲タイトル８／アーティスト８	予約アーティスト名３	全画面アーティスト名３					20081017200027 
crid://crid_3_8	karaoke_program	sort_title_asc	カラオケ作品紹介９	カラオケ９の詳細あああああああ		thumb/thumbm_38.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer38	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティストフル３	再生曲タイトル９／アーティスト９	予約アーティスト名３	全画面アーティスト名３					20081017200028 
crid://crid_3_9	karaoke_program	sort_title_asc	カラオケ作品紹介１０	カラオケ１０の詳細あああああああ		thumb/thumbm_39.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer39	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティストフル３	再生曲タイトル１０／アーティスト１０	予約アーティスト名３	全画面アーティスト名３					20081017200029 
crid://crid_3_10	karaoke_program	sort_title_asc	カラオケ作品紹介１１	カラオケ１１の詳細あああああああ		thumb/thumbm_40.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer40	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティストフル３	再生曲タイトル１１／アーティスト１１	予約アーティスト名３	全画面アーティスト名３					20081017200030 
